PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units,Activity Comment,Data Validity Comment
3887,440209854,49662876,COC1=CC=CC=C1NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4CCCCC4,Unspecified,,,,,Inhibition,=,-13.71,%,Average; N=4,Outside typical range
3888,440209883,155561611,CN1C=C(C=C1C(=O)NCCC(=N)N)NC(=O)C2=CC(=CN2C)N=C(C3=CC(=CC=C3)OC)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Unspecified,,,,,Inhibition,=,96.74,%,Average; N=2,
3889,440209897,49658500,CC1=CC2=C(C=C1)OCCN2C(=O)CN3C(=O)N4C(=N3)C=CC(=N4)SC5=CC=CC=C5,Unspecified,,,,,Inhibition,=,5.63,%,Average; N=4,
3890,440209922,155561623,C[C@@H]1[C@@H](CC[C@]2(C1CC[C@]3(C2[C@@H](CC\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)OCC5=CC=CC=C5)OC(=O)C)C)O)C)C)O,Unspecified,,,,,Inhibition,=,36.65,%,Average; N=2,
3891,440209985,50806520,COC1=CC=C(C=C1)C(=O)CSC2=NN=C3N2C=CN(C3=O)C4=CC(=C(C=C4)F)F,Unspecified,,,,,Inhibition,=,14.04,%,Average; N=4,
3892,440209997,155561655,C1=CC=C(C=C1)N2C(=NC3=CC=CC=C3C2=O)C4=C(N=C(S4)NC5=CC=C(C=C5)Cl)N,Unspecified,,,,,Inhibition,=,3.07,%,Average; N=2,
3893,440210022,56763769,CN(C)C1=C(C=NC(=O)N1)F,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 2.4 Pct,
3894,440210143,50786094,COC1=C(C=C(C=C1)NC(=O)CN2C(=O)N3C4=CC=CC=C4N=C(C3=N2)SC5=CC=CC=C5)Cl,Unspecified,,,,,Inhibition,=,-0.59,%,Average; N=4,
3895,440210166,155561719,CC1C(=O)N(C1(CC2=CN(C3=CC=CC=C32)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)CC4=CC=C(C=C4)OC,Unspecified,,,,,Inhibition,=,27.02,%,Average; N=2,
3896,440210168,91812648,CC1=C(C=CC=C1Cl)N2C=CN3C(=NN(C3=O)CC4=CC(=CC=C4)OC)C2=O,Unspecified,,,,,Inhibition,=,-6.87,%,Average; N=3,
3897,440210203,155561737,C#CCNC1=C(C(=C(C(=N1)NCCCCC2CCN(CC2)CC3=CC=CC=C3)C#N)C4=CC=CC=C4)C#N,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 11.6 Pct,
3898,440210278,155561765,COC1=C(C(C(=C(N1)Cl)C=O)C2=CC=CC=C2)C#N,Unspecified,,,,,Inhibition,=,40.42,%,Average; N=2,
3899,440210308,2840350,COC1=CC=CC(=C1)C2C3=C(C4=CC=CC=C4C=C3)OC(=C2C#N)N,Unspecified,,,,,Inhibition,=,23.52,%,Average; N=2,
3900,440210366,155561812,C1[C@@H]\2[C@@H]([C@H]([C@@H]1Cl)C/C2=N\NC(=O)C3=CC=NC=C3)CO,Unspecified,,,,,Inhibition,=,26.12,%,Average; N=2,
3901,440210426,45500119,COC1=CC=CC(=C1)NC(=O)CN2C(=O)N3C=CN4C(=CC(=N4)C5=CC=C(C=C5)Cl)C3=N2,Unspecified,,,,,Inhibition,=,4.83,%,Average; N=4,
3902,440210441,155561838,C[C@]12CC[C@@](O1)([C@@H]3[C@H]2[C@H](C=C3)OC(=O)C4=CC=CC=C4)C5=CC6=CC=CC=C6C=C5,Unspecified,,,,,Inhibition,=,16.21,%,Average; N=2,
3903,440210445,6484202,CC1=CC2=CC(=C(N=C2C=C1)OC)C=O,Unspecified,,,,,Inhibition,=,18.14,%,Average; N=2,
3904,440210532,49673705,COC1=CC=CC(=C1)CN2C(=O)N3C4=CC=CC=C4C(=O)N(C3=N2)CCC(=O)NC5CCCCC5,Unspecified,,,,,Inhibition,=,6.84,%,Average; N=4,
3905,440210559,50804671,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)CSC3=NN=C4N3C=CN(C4=O)C5=CC=C(C=C5)F,Unspecified,,,,,Inhibition,=,9.4,%,Average; N=4,
3906,440210586,53061510,CC1=NN=C2N1C3=CC=CC=C3N(C2=O)CC(=O)NC4=CC(=CC=C4)Br,Unspecified,,,,,Inhibition,=,15.88,%,Average; N=4,
3907,440210594,3765474,CC1=CC=CC=C1C=C(C#N)C#N,Unspecified,,,,,Inhibition,=,3.49,%,Average; N=2,
3908,440210643,49662875,CC1=C(C(=CC=C1)C)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4CCCCC4,Unspecified,,,,,Inhibition,=,9.56,%,Average; N=4,
3909,440210691,49667200,CC1=CC=CC=C1NC2=NC3=NN(C(=O)N3C(=C2)C)CCOC4=CC=C(C=C4)F,Unspecified,,,,,Inhibition,=,13.1,%,Average; N=4,
3910,440210711,204629,C#CCNCC1=CC=CC=C1.Br,Unspecified,,,,,Inhibition,=,25.93,%,Average; N=2,
3911,440210714,50806371,COC1=CC=CC(=C1)N2C=CN3C(=NN=C3SCC(=O)N4CCN(CC4)C5=CC=C(C=C5)F)C2=O,Unspecified,,,,,Inhibition,=,6.4,%,Average; N=3,
3912,440210720,11436222,COC(=O)C1CCN(CC1)CC2=CC=CC=C2,Unspecified,,,,,Inhibition,=,27.51,%,Average; N=2,
3913,440210721,49662660,CC1=CC=C(C=C1)OC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=C(C=C(C=C4)C)Cl,Unspecified,,,,,Inhibition,=,6.09,%,Average; N=4,
3914,440210729,155561961,CC(C)CCN1C=C(C=C1C(=O)NCCCN(C)C)NC(=O)C2=CC(=CN2C)NC(=O)C3=CC(=CN3C)NC(=O)C.C(=O)(C(F)(F)F)O,Unspecified,,,,,Inhibition,=,9.82,%,Average; N=2,
3915,440210741,95631,CC(=O)NC(=CC1=CC=CC=C1)C(=O)O,Unspecified,,,,,Inhibition,=,13.69,%,Average; N=2,
3916,440210744,155561969,CC(C)C1=C(N=C(S1)NC(=O)C2=CC(=CN2C)NC(=O)C3=CN=C(C=C3)/C=C/C4=CC=C(C=C4)OC)C(=O)NCCCN(C)C.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Unspecified,,,,,MIC,=,16,ug.mL-1,Median N= 2,
3917,440210751,155561973,CN(CC#C)C1=C(C(=C(C(=N1)NCC2CCN(CC2)CC3=CC=CC=C3)C#N)C4=CC=CC=C4)C#N.Cl,Unspecified,,,,,Inhibition,=,36.49,%,Average; N=2,
3918,440210753,49667191,CCN(C1=CC=CC=C1)C(=O)CN2C(=O)N3C=CC(=NC3=N2)NC4=CC=C(C=C4)F,Unspecified,,,,,Inhibition,=,12.68,%,Average; N=4,
3919,440210771,49667162,CC1=C(C(=CC=C1)NC(=O)CN2C(=O)N3C(=N2)C=C(N=C3NC4=CC(=C(C=C4)C)F)C)C,Unspecified,,,,,Inhibition,=,9.25,%,Average; N=4,
3920,440210843,49666197,CC1=NN=C2N1C=C(C=C2)S(=O)(=O)N(CC3=CC(=CC=C3)OC)C4=CC(=CC(=C4)F)F,Unspecified,,,,,Inhibition,=,7.94,%,Average; N=4,
3921,440210859,155562015,CCOC1=C(C(=C2C=CC(=NC2=N1)CCC3=CC=CC=C3)C4=CC=CC=C4)C#N,Unspecified,,,,,Inhibition,=,14.64,%,Average; N=2,
3922,440210865,50787641,CC1=CC(=C(C=C1)OC)NC(=O)CN2C(=O)N3C4=CC=CC=C4N=C(C3=N2)N5CCSCC5,Unspecified,,,,,Inhibition,=,9.36,%,Average; N=4,
3923,440210876,49663035,CC1=C(C=C(C=C1)C2=NN3C(=NN(C3=O)CC(=O)NC4=CC=C(C=C4)C(=O)C)C=C2)C,Unspecified,,,,,Inhibition,=,9.12,%,Average; N=4,
3924,440210877,304518,COC1=CC2=C(C=C1)C(=O)C(=CC3=CC=CC=N3)CC2,Unspecified,,,,,Inhibition,=,14.37,%,Average; N=2,
3925,440210913,49662807,CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2C(=O)N3C=NC4=C(C3=N2)SC(=N4)N5CCCC5,Unspecified,,,,,Inhibition,=,6.07,%,Average; N=4,
3926,440210960,68486304,CCOC(=O)C1=CC2=C(N1C(=O)OC(C)(C)C)C=CC(=C2)O,Unspecified,,,,,Inhibition,=,5.1,%,Average; N=2,
3927,440210986,49662646,CC1=CC=C(C=C1)OC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=CC=CC=C4C(=O)OC,Unspecified,,,,,Inhibition,=,-0.21,%,Average; N=4,
3928,440210987,53074524,C1=CC=C(C(=C1)CN2C(=O)N3C4=C(C(=O)N(C3=N2)CC5=CC=CS5)SC=C4)F,Unspecified,,,,,Inhibition,=,-3.2,%,Average; N=4,
3929,440211035,50806360,CCC1=CC(=CC=C1)NC(=O)CSC2=NN=C3N2C=CN(C3=O)C4=CC=CC=C4,Unspecified,,,,,Inhibition,=,0.07,%,Average; N=3,
3930,440211046,49665030,CCC1=CC=C(C=C1)N(CC2=CC=CC=C2)S(=O)(=O)C3=CC=CN4C3=NN=C4CC,Unspecified,,,,,Inhibition,=,13.69,%,Average; N=4,
3931,440211048,155562085,CC(C)(C)C(C(=O)NCCC(=O)NCCC1=CC=CC=C1)O,Unspecified,,,,,Inhibition,=,10.92,%,Average; N=2,
3932,440211067,49663321,CC1CCCN(C1)C2=NC=CN3C2=NN(C3=O)CC(=O)NC4=CC(=C(C=C4)OC)OC,Unspecified,,,,,Inhibition,=,-18.12,%,Average; N=4,Outside typical range
3933,440211098,49665049,CC1=CC(=CC(=C1)N(CC2=CC=C(C=C2)OC)S(=O)(=O)C3=CC=CN4C3=NN=C4C)C,Unspecified,,,,,Inhibition,=,-21.45,%,Average; N=4,Outside typical range
3934,440211105,155562107,CN1C=C(C=C1C(=O)NC2=NC(=C(S2)CCC3=CC=CC=C3)C(=O)NCCN4CCOCC4)NC(=O)C5=CN=C(C=C5)/C=C/C6=CC=C(C=C6)OC.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 18.0 Pct,
3935,440211107,49662800,C1OC2=C(O1)C=C(C=C2)NC(=O)CN3C(=O)N4C=CN=C(C4=N3)OC5=CC=C(C=C5)Cl,Unspecified,,,,,Inhibition,=,6.57,%,Average; N=4,
3936,440211113,49663029,CC1=C(C(=CC=C1)C)NC(=O)CN2C(=O)N3C(=N2)C=CC(=N3)C4=CC(=C(C=C4)C)C,Unspecified,,,,,Inhibition,=,-0.95,%,Average; N=4,
3937,440211115,50806159,CC1=C(C=C(C=C1)C(=O)C(C)SC2=NN=C3N2C=CN(C3=O)C4=CC(=C(C=C4)F)F)C,Unspecified,,,,,Inhibition,=,19.73,%,Average; N=4,
3938,440211128,49666114,CCC1=NN=C2N1C=C(C=C2)S(=O)(=O)N(CC3=CC=C(C=C3)F)C4=CC=C(C=C4)OC,Unspecified,,,,,Inhibition,=,6.39,%,Average; N=4,
3939,440211134,50806369,CC1=CC=C(C=C1)CNC(=O)CSC2=NN=C3N2C=CN(C3=O)C4=CC(=CC=C4)OC,Unspecified,,,,,Inhibition,=,-1.77,%,Average; N=3,
3940,440211135,53082607,COC1=C(C=C(C=C1)Cl)NC(=O)CSC2=NC3=CC=CC=C3N4C2=NN=C4,Unspecified,,,,,Inhibition,=,12.82,%,Average; N=4,
3941,440211157,49663439,CCCN(C)C1=NC=CN2C1=NN(C2=O)CC(=O)NC3=CC=CC(=C3)C(=O)C,Unspecified,,,,,Inhibition,=,10.12,%,Average; N=4,
3942,440211189,14196948,CNCC1=CC2=CC=CC=C2N1C.Cl,Unspecified,,,,,Inhibition,=,7.33,%,Average; N=2,
3943,440211198,155562144,C1=CC=C(C=C1)C2C3=C(C=CC4=CC=CC=C43)OC(=NBr)C2(C#N)Br,Unspecified,,,,,Inhibition,=,7.34,%,Average; N=2,
3944,440211218,49662957,COC1=CC=C(C=C1)CNC(=O)CN2C(=O)N3C=CN=C(C3=N2)SCC4=CC=C(C=C4)Cl,Unspecified,,,,,Inhibition,=,-6.61,%,Average; N=4,
3945,440211223,49662834,C1=CC=C(C=C1)SC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=C(C=CC(=C4)F)F,Unspecified,,,,,Inhibition,=,0.01,%,Average; N=4,
3946,440211285,49667108,CC1=CC=CC=C1NC2=NC(=CC3=NN(C(=O)N32)CC(=O)NCC4=CC5=C(C=C4)OCO5)C,Unspecified,,,,,Inhibition,=,0.76,%,Average; N=3,
3947,440211302,49662886,C1CCC(CC1)SC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=CC=CC=C4F,Unspecified,,,,,Inhibition,=,2.83,%,Average; N=4,
3948,440211335,49663024,CC1=C(C=C(C=C1)C2=NN3C(=NN(C3=O)CC(=O)NC4=CC(=CC(=C4)C)C)C=C2)C,Unspecified,,,,,Inhibition,=,1.36,%,Average; N=4,
3949,440211403,155562222,CC(CC(=O)NCCC1=CC=CC=C1)NC(=O)[C@@H](C(C)(C)CO)O,Unspecified,,,,,Inhibition,=,13.65,%,Average; N=2,
3950,440211427,49667127,CC1=CC(=CC(=C1)NC2=NC(=CC3=NN(C(=O)N32)CC(=O)NC4=C(C=CC(=C4)F)F)C)C,Unspecified,,,,,Inhibition,=,10.55,%,Average; N=4,
3951,440211440,53028764,CCC1=NN=C2N1C3=CC=CC=C3N=C2SCC(=O)NC4=CC(=C(C=C4)OC)Cl,Unspecified,,,,,Inhibition,=,9.23,%,Average; N=4,
3952,440211454,49663158,CC1=C(C=C(C=C1)C2=NN3C(=NN=C3CCC(=O)NCC4=CC=C(C=C4)C(F)(F)F)C=C2)C,Unspecified,,,,,Inhibition,=,17.72,%,Average; N=4,
3953,440211551,49663030,CC1=C(C=C(C=C1)C2=NN3C(=NN(C3=O)CC(=O)NC4=CC(=CC=C4)OC)C=C2)C,Unspecified,,,,,Inhibition,=,-14.65,%,Average; N=4,Outside typical range
3954,440211607,155562292,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCN3CCOCC3)C)NC(=O)CCC(=O)OC.C(=O)(C(F)(F)F)O,Unspecified,,,,,Inhibition,=,3.68,%,Average; N=2,
3955,440211625,49667157,CCC1=CC=C(C=C1)NC(=O)CN2C(=O)N3C(=N2)C=C(N=C3NC4=CC(=C(C=C4)F)C)C,Unspecified,,,,,Inhibition,=,4.65,%,Average; N=4,
3956,440211733,50806324,CC1=CC=CC=C1CSC2=NN=C3N2C=CN(C3=O)C4=CC=C(C=C4)Br,Unspecified,,,,,Inhibition,=,1.11,%,Average; N=4,
3957,440211744,49662623,C1=CC=C(C=C1)OC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=CC=CC=C4Cl,Unspecified,,,,,Inhibition,=,6.14,%,Average; N=4,
3958,440211746,45499895,CC1=CC=C(C=C1)NC(=O)CN2C(=O)N3C=CN4C(=CC(=N4)C5=CC(=C(C=C5)C)C)C3=N2,Unspecified,,,,,Inhibition,=,7.11,%,Average; N=4,
3959,440211749,49665092,CC1=NN=C2N1C=CC=C2S(=O)(=O)N(CC3=CC=C(C=C3)C=C)C4=CC=C(C=C4)Cl,Unspecified,,,,,Inhibition,=,6.06,%,Average; N=4,
3960,440211755,50806316,COC1=CC=CC(=C1)N2C=CN3C(=NN=C3SCC(=O)NCC4=CC=C(C=C4)Cl)C2=O,Unspecified,,,,,Inhibition,=,10.06,%,Average; N=3,
3961,440211762,45501154,CC1=C(C=C(C=C1)C2=NN3C=CN4C(=NN=C4C3=C2)CCC(=O)N5CCC(CC5)CC6=CC=CC=C6)C,Unspecified,,,,,Inhibition,=,10.73,%,Average; N=4,
3962,440211801,53074522,C1=CSC(=C1)CN2C(=O)C3=C(C=CS3)N4C2=NN(C4=O)CC5=CC=C(C=C5)Cl,Unspecified,,,,,Inhibition,=,-8.27,%,Average; N=4,
3963,440211903,50806184,C1=CC(=CC=C1C(=O)CSC2=NN=C3N2C=CN(C3=O)C4=CC=C(C=C4)Br)F,Unspecified,,,,,Inhibition,=,0.43,%,Average; N=3,
3964,440211906,50804723,CCOC1=CC=C(C=C1)C(=O)CSC2=NN=C3N2C=CN(C3=O)C4=CC=C(C=C4)F,Unspecified,,,,,Inhibition,=,23.03,%,Average; N=4,
3965,440211983,49663100,CC1=C(C=C(C=C1)C2=NN3C(=NN(C3=O)CC4=C(C=C(C=C4)F)Cl)C=C2)C,Unspecified,,,,,Inhibition,=,8.63,%,Average; N=4,
3966,440211998,49664988,C1=CN2C=NN=C2C(=C1)S(=O)(=O)N(CC3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Unspecified,,,,,Inhibition,=,8.29,%,Average; N=4,
3967,440212007,91812632,CC1=C(C=C(C=C1)N2C=CN3C(=NN(C3=O)CC4=CC(=CC=C4)F)C2=O)C,Unspecified,,,,,Inhibition,=,-0.24,%,Average; N=3,
3968,440212059,2734082,C1=C(C=C(C(=C1C#N)N)Br)Br,Unspecified,,,,,Inhibition,=,3.71,%,Average; N=2,
3969,440212062,49667165,CC1=C(C=C(C=C1)NC2=NC(=CC3=NN(C(=O)N32)CC(=O)NC4=CC(=C(C=C4)C)F)C)F,Unspecified,,,,,Inhibition,=,6.9,%,Average; N=4,
3970,440212083,790738,COC1=C(C=CC(=C1)C=NNC(=O)CC2=CNC3=CC=CC=C32)O,Unspecified,,,,,Inhibition,=,8.14,%,Average; N=2,
3971,440212084,50806399,COC1=CC=CC(=C1)N2C=CN3C(=NN=C3SCC(=O)N4CCN(CC4)C5=CC=CC=C5F)C2=O,Unspecified,,,,,Inhibition,=,12.37,%,Average; N=3,
3972,440212189,10707870,CN1C2=C(C=C(C=C2)OC)C=C1C(=O)NC3=CC=CC=C3,Unspecified,,,,,Inhibition,=,20.93,%,Average; N=2,
3973,440212198,2731014,CC1=CC=C(C=C1)C=C2C(=O)OC(=N2)C3=CC=CC=C3,Unspecified,,,,,Inhibition,=,7.55,%,Average; N=2,
3974,440212207,155562511,CN1C=C(C=C1C(=O)NC2=NC(=C(S2)CCC3=CC=CC=C3)C(=O)NCCN4CCOCC4)N=C(C5=CC(=CC=C5)OC)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Unspecified,,,,,MIC,=,32,ug.mL-1,Median N= 2,
3975,440212261,49662977,C1=CC=C(C=C1)CSC2=NC=CN3C2=NN(C3=O)CC(=O)NCC4=CC=C(C=C4)Cl,Unspecified,,,,,Inhibition,=,-0.34,%,Average; N=4,
3976,440212324,155562573,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCC[N+]3(CCCCC3)[O-])C)NC(=O)C4=CC=C(C=C4)/C=C/C5=CC6=CC=CC=C6N=C5.C(=O)(C(F)(F)F)O,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 20.4 Pct,
3977,440212329,131978663,C1=CC(=C(C=C1O)O)NC(=O)CC2=C(C=CC(=C2)O)O,Unspecified,,,,,Inhibition,=,17.97,%,Average; N=2,
3978,440212331,50806478,CC1=C(C=C(C=C1)N2C=CN3C(=NN=C3SCC(=O)N4CCN(CC4)C5=CC=C(C=C5)F)C2=O)C,Unspecified,,,,,Inhibition,=,15.71,%,Average; N=4,
3979,440212338,155562577,CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NCCN3CCOCC3)C)NC(=O)C4=CC=C(C=C4)/C=C/C5=CC=C(C=C5)F.C(=O)(C(F)(F)F)O,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 33.0 Pct,
3980,440212360,49662925,CCCCC1=CC=C(C=C1)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)SC4=CC=CC=C4CC,Unspecified,,,,,Inhibition,=,-7.41,%,Average; N=4,
3981,440212386,91812633,CC1=C(C=C(C=C1)N2C=CN3C(=NN(C3=O)CC4=C(C=CC=C4Cl)F)C2=O)C,Unspecified,,,,,Inhibition,=,10.39,%,Average; N=3,
3982,440212411,59397418,C1[C@@H](S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=C(C=C(C=C3)Cl)Cl,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 12.7 Pct,
3983,440212464,12277796,CCOC(=O)C1=CN(C2=CC=CC=C21)CC3=CC=CC=C3,Unspecified,,,,,Inhibition,=,3.83,%,Average; N=2,
3984,440212467,49662628,C1=CC=C(C=C1)OC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=CC=CC=C4C(F)(F)F,Unspecified,,,,,Inhibition,=,2.85,%,Average; N=4,
3985,440212506,49667106,CC1=CC=CC=C1NC2=NC(=CC3=NN(C(=O)N32)CC(=O)NC4=CC(=CC(=C4)F)F)C,Unspecified,,,,,Inhibition,=,5.53,%,Average; N=3,
3986,440212514,155562630,CC(C)CCC1=C(N=C(S1)NC(=O)C2=CC(=CN2C)NC(=O)C3=CC(=CN3C)NC(=O)C4=C(N=C(S4)N)C(F)(F)F)C(=O)NCCCN(C)C.C(=O)(C(F)(F)F)O,Unspecified,,,,,MIC,=,8,ug.mL-1,Median N= 2,
3987,440212530,50786220,CCCCOC1=CC=C(C=C1)C2=NN3C=CN4C(=NN=C4SCC(=O)NC5=CC=C(C=C5)CC)C3=C2,Unspecified,,,,,Inhibition,=,-9.56,%,Average; N=4,
3988,440212542,50806426,COC1=CC=C(C=C1)NC(=O)CSC2=NN=C3N2C=CN(C3=O)C4=CC(=CC=C4)OC,Unspecified,,,,,Inhibition,=,14.04,%,Average; N=3,
3989,440212547,155562650,CCCCCCCN(C)C(=O)CCNC(=O)[C@@H](C(C)(C)CO)O,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 4; Maxinhib 7.6 Pct,
3990,440212564,89730507,CC1=CC=C(C=C1)S(=O)(=O)NCCC2=CN(N=N2)CC3=CN=C(N=C3N)C,Unspecified,,,,,Inhibition,=,16.06,%,Average; N=2,
3991,440212588,45500128,COC(=O)C1=CC=C(C=C1)NC(=O)CN2C(=O)N3C=CN4C(=CC(=N4)C5=CC=C(C=C5)Cl)C3=N2,Unspecified,,,,,Inhibition,=,1.97,%,Average; N=4,
3992,440212602,45499908,CC1=C(C=C(C=C1)C2=NN3C=CN4C(=NN(C4=O)CC(=O)NC5=C(C=C(C=C5)OC)OC)C3=C2)C,Unspecified,,,,,Inhibition,=,-8.81,%,Average; N=4,
3993,440212603,49674250,CC1=C(N=C(O1)C2=C(C(=CC=C2)OC)OC)CSC3=NC4=CC=CC=C4N5C3=NN=C5C,Unspecified,,,,,Inhibition,=,2.75,%,Average; N=4,
3994,440212611,50806201,COC1=CC=CC(=C1)N2C=CN3C(=NN=C3SCC(=O)NCC4=CC=CO4)C2=O,Unspecified,,,,,Inhibition,=,13.02,%,Average; N=3,
3995,440212630,3741802,C1=CC=C2C(=C1)C=CN2C(=O)O,Unspecified,,,,,Inhibition,=,10.57,%,Average; N=2,
3996,440212652,50804947,COC1=CC=CC=C1N2CCN(CC2)C(=O)CSC3=NN=C4N3C=CN(C4=O)C5=CC=CC=C5,Unspecified,,,,,Inhibition,=,3.83,%,Average; N=3,
3997,440212710,49663336,COC(=O)C1=CC(=CC=C1)NC(=O)CN2C(=O)N3C=CN=C(C3=N2)N4CCCCCC4,Unspecified,,,,,Inhibition,=,-4.81,%,Average; N=4,
3998,440212731,49663066,CC1=CC=CC=C1CN2C(=O)N3C(=N2)C=CC(=N3)C4=CC=CC=C4,Unspecified,,,,,Inhibition,=,10.41,%,Average; N=4,
3999,440212757,49662812,C1CCN(C1)C2=NC3=C(S2)C4=NN(C(=O)N4C=N3)CC(=O)NC5=CC=C(C=C5)C(F)(F)F,Unspecified,,,,,Inhibition,=,13.19,%,Average; N=4,
4000,440212821,49663103,CC1=CC=CC=C1C2=NOC(=N2)CN3C(=O)N4C(=N3)C=CC(=N4)C5=CC=CC=C5,Unspecified,,,,,Inhibition,=,-12.29,%,Average; N=4,Outside typical range
4001,440212858,45500113,COC1=CC=C(C=C1)C2=NN3C=CN4C(=NN=C4C3=C2)CCC(=O)NCC5=CC(=C(C=C5)OC)OC,Unspecified,,,,,Inhibition,=,6.96,%,Average; N=4,
4002,440212862,50804887,C1=CC(=CC=C1CSC2=NN=C3N2C=CN(C3=O)C4=CC=C(C=C4)F)Cl,Unspecified,,,,,Inhibition,=,4.01,%,Average; N=4,
4003,440212876,155562778,CC(C)(CO)[C@@H](C(=O)NCC1=CN(N=N1)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O,Unspecified,,,,,Inhibition,=,13.05,%,Average; N=2,
4004,440212934,49666195,C1=CC(=CC(=C1)F)CN(C2=CC(=CC(=C2)F)F)S(=O)(=O)C3=CN4C=NN=C4C=C3,Unspecified,,,,,Inhibition,=,0.07,%,Average; N=4,
4005,440212974,49667113,CC1=CC2=NN(C(=O)N2C(=N1)NC3=CC=C(C=C3)F)CC(=O)NC4=C(C=C(C=C4)F)Cl,Unspecified,,,,,Inhibition,=,4.61,%,Average; N=4,
4006,440212975,49662682,COC1=CC(=CC=C1)OC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=CC(=C(C=C4)OC)OC,Unspecified,,,,,Inhibition,=,15.47,%,Average; N=4,
4007,440212987,49662685,COC1=CC(=CC=C1)OC2=NC=CN3C2=NN(C3=O)CC(=O)NC4=CC5=C(C=C4)OCO5,Unspecified,,,,,Inhibition,=,9.63,%,Average; N=4,
4008,440213017,50770642,C1=CC(=CC(=C1)C(F)(F)F)CSC2=NN=C3N2C4=C(C(=O)N3CC5=CC=CS5)SC=C4,Unspecified,,,,,Inhibition,=,3.6,%,Average; N=3,
4009,440213061,3360565,COC1=CC2=C(C=C1)C(=O)C(=CC3=CC=NC=C3)CC2,Unspecified,,,,,Inhibition,=,16.04,%,Average; N=2,
4010,440213115,3114319,COC1=C(C=CC(=C1)C2C3=C(C4=CC=CC=C4C=C3)OC(=C2C#N)N)O,Unspecified,,,,,Inhibition,=,50.2,%,Average; N=1,
4011,440213121,50806260,COC1=CC=CC(=C1)N2C=CN3C(=NN=C3SCC(=O)NC4=C(C=CC(=C4)F)F)C2=O,Unspecified,,,,,Inhibition,=,11.04,%,Average; N=3,
4012,440213180,49663350,C1COCCN1C2=NC=CN3C2=NN(C3=O)CC(=O)NC4=C(C=C(C=C4)Br)F,Unspecified,,,,,Inhibition,=,13.39,%,Average; N=4,
4013,440213203,155562912,CC1=C(C(C2=C(C3=C(CCC3)N=C2O1)N)C4=C(N=C5C=C(C=CC5=C4)OC)Cl)C(=O)C,Unspecified,,,,,Inhibition,=,7.35,%,Average; N=2,
4014,440213231,72356,C1=CC(=O)OC2=C1C(=C(C=C2)N)I,Unspecified,,,,20,MIC,>,20000,nM,Median N= 2; Maxinhib 15.2 Pct,
4015,440213254,155562929,C[C@@H]1[C@@H](CC[C@]2(C1CC[C@]3(C2[C@@H](CC\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)OCC5=CC=CC=C5)OC(=O)C)C)O)C)C)OC(=O)C(CC6=CC=CC=C6)N,Unspecified,,,,,MIC,>,32,ug.mL-1,Median N= 2; Maxinhib 21.4 Pct,
